category,split,first_train_size,rank,object_id,trajectory_count,geometry_distance_to_category_center,geometry_proxy,physical_longest_extent,physical_bbox_volume,bbox_aspect_ratio,convex_piece_count,vertex_count,rotation_angle_std,final_action_dispersion
bottle,train,20,19,core-bottle-42f85b0eb5e9fd508f9c4ecc067067e9,40,1.3226303047745178,unusual,0.09793505173037202,0.0005436946788736721,1.3145356263298364,23,2656,1.1642717123031616,0.2652812898159027
bottle,train,20,20,core-bottle-29cad22b0fc6c9985f16c469ffeb982e,40,0.7544537440195154,medium,0.22965562060789763,0.0006926684555440546,4.181700388935017,5,924,1.2566369771957397,0.267029345035553
bottle,test,,1,core-bottle-c3767df815e0e43e4c3a35cee92bb95b,40,0.25697036553867364,typical,0.1929656028754115,0.000618858616666273,3.407407930610688,1,895,1.0389841794967651,0.27152177691459656
bottle,test,,2,core-bottle-70172e6afe6aff7847f90c1ac631b97f,40,1.1162342368480624,unusual,0.09325175212582945,0.00046775404057533684,1.3529406644068267,12,709,1.0471158027648926,0.29669061303138733
bottle,test,,3,core-bottle-25b8ed5b02f07b6cbcfad79fc308fa6d,40,1.1846157429969189,unusual,0.15296639658093453,0.001842358108801583,1.3938210822655352,2,2150,1.005800485610962,0.23709514737129211
bottle,test,,4,core-bottle-6444875e3217bf891f5f48a891d827bd,40,1.1416619211745567,unusual,0.22803142074504493,0.0010983065488926608,3.2857177438876786,25,1616,1.1100263595581055,0.2870151698589325
bottle,test,,5,core-bottle-dd280525cf000bc3a608634464309a70,20,1.134110935080669,unusual,0.10839887084680797,0.00024077953118045335,2.2999974538510504,2,450,0.680174708366394,0.23261646926403046
bottle,backups,,1,core-bottle-640835881dd33a2d30354e87bd14ec69,40,0.9663667854444739,unusual,0.1486575966772437,0.0007514344563025429,2.0909088863233842,4,1152,0.7604585289955139,0.22660622000694275
bottle,backups,,2,core-bottle-917fd3e68de79bf69ece21a0b0786a69,36,0.754078753202094,medium,0.14530223675224185,0.0006071992194268704,2.7460282422666387,2,985,1.1925530433654785,0.20892710983753204
bottle,backups,,3,core-bottle-d45bf1487b41d2f630612f5c0ef21eb8,23,0.9183106497583092,unusual,0.143436156793952,0.0003807354226136494,3.538460323976128,6,941,0.7481396794319153,0.3128688335418701
bottle,backups,,4,core-bottle-4a1fe3495565001d211b8bef58aae14f,20,1.1975368497672205,unusual,0.21844078155487776,0.0013669320116540071,3.066672506856608,6,1480,0.7814613580703735,0.23295263946056366
bottle,backups,,5,core-bottle-ac7e1eed3c4ded7db3010b85c6cbc688,30,0.7088662944879163,medium,0.11733775737729668,0.0005930798830818218,2.5509273430543185,6,1007,0.9668872356414795,0.2694433629512787
bottle,backups,,6,core-bottle-5d6001f9e6a15de3e3edb5ba52088f8c,40,0.9197506413254809,unusual,0.1283450371312648,0.0010232734603705773,1.4373838625111321,2,881,0.9217978715896606,0.2873377799987793
bottle,backups,,7,core-bottle-546eded3ac7801412389a54fb53b0765,40,0.8309268022909225,unusual,0.16614530247575787,0.0007152630717665373,4.599941858855449,6,911,1.292928695678711,0.3137533366680145
bottle,backups,,8,core-bottle-f9f67fe61dcf46d7e19818797f240d91,40,0.7974310524899405,unusual,0.23004766057479384,0.0005753546471978532,4.600011517641187,1,254,1.1100263595581055,0.2774355411529541
bottle,backups,,9,core-bottle-92472817f72dd619467ca2ad6571afff,40,1.0595275071749735,unusual,0.1865684027800858,0.0008869280315387842,2.7059330305926648,20,1363,0.5968509316444397,0.26162949204444885
bottle,backups,,10,core-bottle-1a7ba1f4c892e2da30711cdbdbc73924,40,1.080601952553446,unusual,0.09844583168724179,0.0005521304163158086,1.314544105652952,4,1965,0.9284656047821045,0.29278475046157837
mug,train,4,1,core-mug-1a97f3c83016abca21d0de04f408950f,40,0.20994853603892588,typical,0.09580595191015302,0.0005086777773000539,1.3529415752005138,21,1383,0.7357214689254761,0.27824681997299194
mug,train,4,2,core-mug-b4ae56d6638d5338de671f28c83d2dcb,40,0.8745349639812687,medium,0.12290447725287079,0.0010668924875787337,1.437500818725707,22,894,0.9903494715690613,0.2963884174823761
mug,train,4,3,core-mug-35ce7ede92198be2b759f7fb0032e59,40,0.8604487997415762,medium,0.09932591161292792,0.0004969027556340018,1.5862067643885547,14,988,1.2065515518188477,0.3070676624774933
mug,train,4,4,core-mug-c51b79493419eccdc1584fff35347dc6,20,1.4379044277488229,unusual,0.13959450554698705,0.001617200844078778,1.3529580064444433,34,3186,0.342347115278244,0.23670099675655365
mug,train,10,5,core-mug-85d5e7be548357baee0fa456543b8166,20,1.6217546226004234,unusual,0.17884740266503393,0.003233427793690082,1.7692318345672464,29,2925,1.2761210203170776,0.2184358537197113
mug,train,10,6,core-mug-a637500654ca8d16c97cfc3e8a6b1d16,20,1.3024808652900444,unusual,0.13823695691016316,0.0011360520945803499,1.769231084271722,23,2396,0.5608865022659302,0.3074309229850769
mug,train,10,7,core-mug-fd1f9e8add1fcbd123c841f9d5051936,20,1.0631902286241888,unusual,0.1164394373973757,0.0010340926003597516,1.393920733365767,8,2094,0.7198293209075928,0.2144019901752472
mug,train,10,8,core-mug-345d3e7252156db8d44ee24d6b5498e1,22,1.0428092774063784,unusual,0.09648881185249239,0.0007098436917073249,1.2105110629694253,44,2650,0.6995726227760315,0.2380080372095108
mug,train,10,9,core-mug-5c7c4cb503a757147dbda56eabff0c47,20,0.9530114719331865,unusual,0.106436931012474,0.0005413643894168895,1.839989918141951,28,2251,0.7198293209075928,0.2477712780237198
mug,train,10,10,core-mug-127944b6dabee1c9e20e92c5b8147e4a,40,1.113964374233662,unusual,0.1355763169696331,0.0007360632100582504,1.840001563460198,17,937,0.9284655451774597,0.2542093098163605
mug,train,20,11,core-mug-9737c77d3263062b8ca7a0a01bcd55b6,40,1.0630784705812464,unusual,0.1133758374658525,0.0010302794866143853,1.352941401096331,48,2044,1.2007862329483032,0.2831481695175171
mug,train,20,12,core-mug-f1e439307b834015770a0ff1161fa15a,35,0.9133094539354066,unusual,0.09861551167291402,0.0005221227135068214,1.4375004373045248,53,2826,0.7825077176094055,0.31307387351989746
mug,train,20,13,core-mug-c7ddd93b15e30faae180a52fd2be32,22,1.0599984941698681,unusual,0.13497023698318003,0.000847095211511089,1.7036912866891922,16,909,0.4515722095966339,0.2990994155406952
mug,train,20,14,core-mug-1ea9ea99ac8ed233bf355ac8109b9988,34,0.8399828546399769,medium,0.10579073106703908,0.0004504359272433731,1.999976179673321,11,1379,0.7633475065231323,0.27595916390419006
mug,train,20,15,core-mug-6e884701bfddd1f71e1138649f4c219,32,1.1722836460003079,unusual,0.12694383716258406,0.0007888774176894722,1.9166680758647845,28,2548,1.1268736124038696,0.27459603548049927
mug,train,20,16,core-mug-d75af64aa166c24eacbe2257d0988c9c,23,1.1813011581914514,unusual,0.11290863747629522,0.0011264440813775144,1.2778264172262717,35,2195,0.9943973422050476,0.21469472348690033
mug,train,20,17,core-mug-c60f62684618cb52a4136492f17b9a59,40,0.7841413617357561,medium,0.09306371214170754,0.0004936623632046799,1.2777784185179022,34,1593,1.175476312637329,0.29027730226516724
mug,train,20,18,core-mug-83827973c79ca7631c9ec1e03e401f54,24,0.7646087212553204,medium,0.10356428941786289,0.0007937177473321187,1.2777774898908505,26,1226,0.7744130492210388,0.20421123504638672
mug,train,20,19,core-mug-187859d3c3a2fd23f54e1b6f41fdd78a,20,0.8347562774696062,medium,0.08996435240341723,0.0004129309357910139,1.5333325152320239,17,1009,0.7492220997810364,0.23013539612293243
mug,train,20,20,core-mug-bcb6be8f0ff4a51872e526c4f21dfca4,22,0.9976302021814658,unusual,0.1299084770963192,0.00102779906771975,1.4838706140150484,12,806,0.7316306233406067,0.26121971011161804
mug,test,,1,core-mug-15bd6225c209a8e3654b0ce7754570c8,26,0.26495562560046565,typical,0.09456599201485515,0.00046200429903313925,1.3529428932942587,20,1324,0.7760478854179382,0.28530964255332947
mug,test,,2,core-mug-d32cd77c6630b77de47c0353c18d58e,37,1.1713749956231294,unusual,0.14119631684401632,0.001009689455470746,2.0000407950964294,14,1036,0.7781938910484314,0.2754899561405182
mug,test,,3,core-mug-f626192a5930d6c712f0124e8fa3930b,20,1.0778061356235085,unusual,0.12056815730509163,0.0010933575999257721,1.39392891166215,40,2489,0.7853981852531433,0.25168734788894653
mug,test,,4,core-mug-9ff8400080c77feac2ad6fd1941624c3,20,1.0502526302818123,unusual,0.10878599081411958,0.0006570924247433682,1.7037050957987614,15,2152,0.4712389409542084,0.18363641202449799
mug,test,,5,core-mug-4b8b10d03552e0891898dfa8eb8eefff,40,0.8468202927361979,medium,0.11453311743998527,0.0011246712548877939,1.2777785711225669,17,905,0.9259708523750305,0.27443310618400574
mug,backups,,1,core-mug-8570d9a8d24cb0acbebd3c0c0c70fb03,20,0.941861120816738,unusual,0.12377607723338903,0.0010942521737105847,1.3939275179781578,27,1628,0.342347115278244,0.31251654028892517
mug,backups,,2,core-mug-71995893d717598c9de7b195ccfa970,20,0.6511633676000947,medium,0.10914398884773253,0.0007520810188660415,1.3529413806388464,21,929,0.4712389409542084,0.3082199990749359
mug,backups,,3,core-mug-ef24c302911bcde6ea6ff2182dd34668,20,0.7644224334237419,medium,0.09197447223368287,0.000573602745968583,1.1794866270659567,8,2240,0.7695298790931702,0.30758339166641235
mug,backups,,4,core-mug-c2eacc521dd65bf7a1c742bb4ffef210,20,0.9653416958700252,unusual,0.12908271711477637,0.0011750004344232622,1.352967367634617,22,1453,0.7198293209075928,0.25420090556144714
mug,backups,,5,core-mug-5310945bb21d74a41fabf3cbd0fc77bc,27,1.2602029278497875,unusual,0.1260799971818924,0.0008410537177980895,1.916664031659009,46,3108,0.7805350422859192,0.25882282853126526
mug,backups,,6,core-mug-52273f4b17505e898ef19a48ac4fcfdf,20,0.7655721762466133,medium,0.08646791269865632,0.00043017671691391815,1.4375008727953191,34,2025,0.7198293209075928,0.2490217238664627
mug,backups,,7,core-mug-b6f30c63c946c286cf6897d8875cfd5e,40,0.7151800074004565,medium,0.09535763194800913,0.0004737059773433049,1.352940675715249,21,978,1.2658075094223022,0.2675865888595581
mug,backups,,8,core-mug-62684ad0321b35189a3501eead248b52,39,0.8775169362161721,unusual,0.12529215719950199,0.0009034884621933886,1.7037020921084693,32,1843,0.7641991376876831,0.2903424799442291
mug,backups,,9,core-mug-dfa8a3a0c8a552b62bc8a44b22fcb3b9,25,0.7099033160454998,medium,0.10632119102224707,0.0006361421202091992,1.6428554210835677,14,2374,0.7052858471870422,0.2925061881542206
mug,backups,,10,core-mug-e9bd4ee553eb35c1d5ccc40b510e4bd,26,0.5083576187297233,typical,0.10901504886090756,0.0006643139595529106,1.4838707833265368,25,1261,0.9963937401771545,0.30363911390304565
bowl,train,4,1,core-bowl-4227b58665eadcefc0dc3ed657ab97f0,35,0.5206980219585317,typical,0.14905695666831734,0.0011519113976831315,2.8749988427247506,16,1456,0.5496641993522644,0.27652493119239807
bowl,train,4,2,core-bowl-e3095ecacc36080cb398a1cfd1079875,40,0.6808716660556744,medium,0.09441443202765286,0.0005099725901645203,1.6502408913293805,20,2569,1.0854419469833374,0.29464060068130493
bowl,train,4,3,core-bowl-b65cbede8f483d51f7de4d28691515e1,20,0.6874031787851019,medium,0.10307555129630865,0.0008570609819775164,1.2777776124909257,14,1520,0.7492220997810364,0.24860963225364685
bowl,train,4,4,core-bowl-817221e45b63cef62f74bdafe5239fba,20,1.3377877461174355,unusual,0.23657025,0.003741581351143831,3.5384647025169484,16,1973,0.7814613580703735,0.16229771077632904
bowl,train,10,5,core-bowl-2ffe06ee50ec1420adbe0813683fcfd0,20,1.27814303745853,unusual,0.2227257411930561,0.0011905472524670205,7.666515212847689,22,1110,1.2443046569824219,0.20720455050468445
bowl,train,10,6,core-bowl-dd15ee7374954827c5be64abd4416cc9,20,0.9411992230620897,unusual,0.10732019093789161,0.0005374228578818064,2.3000018002216844,35,2451,0.471238911151886,0.10420117527246475
bowl,train,10,7,core-bowl-80608e58db79d4d83b722c86abee0751,20,1.1727711267435486,unusual,0.226158940903157,0.004023499526408971,2.874996567683751,21,2237,0.471238911151886,0.30310091376304626
bowl,train,10,8,core-bowl-faa200741fa93abb47ec7417da5d353d,20,0.6428593057514437,medium,0.14974671665289999,0.0010858354178190123,3.092437724477692,46,3332,0.6283185482025146,0.2722007930278778
bowl,train,10,9,core-bowl-2e545ccae1cdc69d879b85bd5ada6e71,20,1.3692664111506314,unusual,0.2939226116794348,0.0077280280765621824,3.285718118464562,53,4286,0.7814613580703735,0.2014445811510086
bowl,train,10,10,core-bowl-709778e5ebb67e32b396efafc0d0d8ac,40,1.0439217496255948,unusual,0.15314399657696484,0.0008588856778815643,4.181812621240454,10,758,1.0507911443710327,0.2851887047290802
bowl,train,20,11,core-bowl-b195dbe537993945e4e346ee2650d150,40,0.6967394512647582,medium,0.15251791659095884,0.000925518481636187,3.8333413761209636,29,1670,1.0646419525146484,0.29948946833610535
bowl,train,20,12,core-bowl-1f910faf81555f8e664b3b9b23ddfcbc,20,0.6791116477709066,medium,0.0974843917684257,0.0007652984877691502,1.2105267863529074,39,2330,0.6283185482025146,0.28961381316185
bowl,train,20,13,core-bowl-95ac294f47fd7d87e0b49f27ced29e3,20,0.8369994306150346,unusual,0.19355320288416744,0.0014186878905364936,5.111098201176683,14,1899,0.7695298790931702,0.2341277152299881
bowl,train,20,14,core-bowl-db180e4f9a75ae717ba6f8f10959534c,20,0.8310432261529964,unusual,0.17666280263248088,0.00263689938794069,2.0909067237930667,32,3110,0.7695299386978149,0.19508634507656097
bowl,train,20,15,core-bowl-24907349b2323824664b3b9b23ddfcbc,20,1.2503993201935932,unusual,0.2715042107886076,0.010005958141182606,2.0001768084744302,15,1221,0.6801748275756836,0.28548678755760193
bowl,train,20,16,core-bowl-6a772d12b98ab61dc26651d9d35b77ca,20,1.2391261944550842,unusual,0.20534579888731241,0.0028234749924980684,3.06666973315022,15,2097,1.4984441995620728,0.14972935616970062
bowl,train,20,17,core-bowl-519f07b4ecb0b82ed82a7d8f544ae151,20,0.4116335587828712,typical,0.10906847079026699,0.0005359121365746306,2.421051790409065,24,2448,0.7492221593856812,0.2279626578092575
bowl,train,20,18,core-bowl-6494761a8a0461777cba8364368aa1d,20,0.9893308394506185,unusual,0.2315488604480326,0.0026987924222974884,4.600006675058168,23,2284,0.7695298790931702,0.26704683899879456
bowl,train,20,19,core-bowl-e30e5cbc54a62b023c143af07c12991a,20,0.6304596460268826,medium,0.1835170027346164,0.0022841291312713685,2.7058783632353114,32,2543,0.680174708366394,0.3381221294403076
bowl,train,20,20,core-bowl-a73d531b90965199e5f6d587dbc348b5,20,0.8510223024120451,unusual,0.19248080286818744,0.0015502576793359414,4.600005735644161,17,1312,0.7492221593856812,0.31729644536972046
bowl,test,,1,core-bowl-fa23aa60ec51c8e4c40fe5637f0a27e1,20,0.2103753410112563,typical,0.12745612697660924,0.0008552196983853657,2.4210538912601223,23,2059,0.7492221593856812,0.2929716408252716
bowl,test,,2,core-bowl-ce48ffb418b99996912a38ce5826ebb8,20,1.2269843724106648,unusual,0.23092918050035835,0.0024094178240640107,5.111097536359677,16,1811,0.471238911151886,0.19169452786445618
bowl,test,,3,core-bowl-3f56833e91054d2518e800f0d88f9019,40,1.1514322765377778,unusual,0.15338143657165765,0.0007844181968158704,4.600136761159831,11,782,1.162283182144165,0.2762644290924072
bowl,test,,4,core-bowl-45603bffc6a2866b5d1ac0d5489f7d84,20,0.9809579165530221,unusual,0.1069055909729004,0.0009561945787002707,1.277776741904531,59,3359,0.5608865022659302,0.19322054088115692
bowl,test,,5,core-bowl-e16e27d3670853b12d4e6b2984840098,20,0.9458094965666591,unusual,0.17367960258802773,0.003075052208834787,1.7037032677276578,46,4587,0.9259708523750305,0.2750399112701416
bowl,backups,,1,core-bowl-c2882316451828fd7945873d861da519,20,0.8492933334832192,unusual,0.10815983086699248,0.0006858008236092317,1.8400013065117362,16,2685,0.6801747679710388,0.13032332062721252
bowl,backups,,2,core-bowl-5e2c558555092b706e30831c34845769,20,0.5992461280291628,medium,0.13976351687604188,0.001543110868533917,1.7692301460312316,37,2204,0.4712389409542084,0.2530272901058197
bowl,backups,,3,core-bowl-ee3b4a98683feab4633d74df68189e22,20,0.6187868718924855,medium,0.10529159110918641,0.000583642770428301,2.0,14,1963,0.342347115278244,0.2510800361633301
bowl,backups,,4,core-bowl-524eb99c8d45eb01664b3b9b23ddfcbc,20,0.6151972050875043,medium,0.12966543710175157,0.0014835855937150293,1.4374994456890573,32,2922,0.7853981852531433,0.21736837923526764
bowl,backups,,5,core-bowl-6501113f772fc798db649551c356c6e8,20,0.6518925484111687,medium,0.14963183665546775,0.0010252004385182696,3.2678584532166703,15,1305,0.7814613580703735,0.22250273823738098
bowl,backups,,6,core-bowl-ae5c7d8a453d3ef736b0f2a1430e993a,20,0.6032715290230375,medium,0.10861187082882226,0.0005570622274974061,2.3000017788123124,10,1667,0.7198293209075928,0.2824505865573883
bowl,backups,,7,core-bowl-f44387d8cb8d2e4ebaedc225f2279ecf,20,0.626636110173849,medium,0.11183411055673659,0.0005169093228053462,2.705879791067224,37,2806,0.4712389409542084,0.2840694487094879
bowl,backups,,8,core-bowl-77301246b265a4d3a538bf55f6b58cef,20,0.6737418669094991,medium,0.13832943690809607,0.0018413473566999076,1.43750083134918,46,2757,0.7695299386978149,0.2725315988063812
bowl,backups,,9,core-bowl-a2841256fc6fd90da518b93bb7233de6,20,0.9298903584842613,unusual,0.1775184026452303,0.00267544164270177,2.0909067352020374,21,2168,0.7814613580703735,0.11332907527685165
bowl,backups,,10,core-bowl-aeec00d8dd6e196451a2ad3de1977657,20,0.3308901805437721,typical,0.1511585566213429,0.0009760761343054657,3.5384618265715826,20,2250,0.7814613580703735,0.2537402808666229
camera,train,4,1,core-camera-82819e1201d2dc583a3e53900c6cbba,40,0.21998986758808456,typical,0.13123263706672192,0.0005831805145484558,2.1904759361287893,8,797,1.0507911443710327,0.2912030816078186
camera,train,4,2,core-camera-a3c9dcaada9e04d09061da204e7c463c,28,0.8217929367391184,medium,0.09929820985376836,0.0006218813554727363,1.4375008866919199,28,1974,1.4832024574279785,0.2979978621006012
camera,train,4,3,core-camera-9d79c246317bbbe87f72d6c7f2024896,37,0.7999291232768974,medium,0.07266023386457562,0.0003168874366995569,1.210557304354693,21,711,0.863810122013092,0.2661983370780945
camera,train,4,4,core-camera-a59cbd50ecf38a1be2dc67b821479cc4,20,1.2807526035680041,unusual,0.09929975161513685,0.00013419228068818276,4.599996664646925,1,190,0.7492221593856812,0.2633005678653717
camera,train,10,5,core-camera-b27815a2bde54ad3ab3dfa44f5fab01,22,1.0394430626338194,unusual,0.15746112625694275,0.0015083155979640096,2.2999992112341294,26,1633,0.6582739353179932,0.29905351996421814
camera,train,10,6,core-camera-74ebdf5a3cdf33ebc6966f67e1bb9e90,20,0.969592700181829,unusual,0.10123199145197868,0.00022748654108336753,2.8750008520035713,8,595,1.339788794517517,0.23679368197917938
camera,train,10,7,core-camera-63c10cfd6f0ce09a241d076ab53023c1,20,0.7844232271511835,medium,0.12476111721137166,0.0009103138962743958,1.4840147496134175,20,1567,1.0653659105300903,0.2295510619878769
camera,train,10,8,core-camera-a9408583f2c4d6acad8a06dbee1d115,40,0.8407718986592749,unusual,0.12968223710137605,0.0014877261497463145,1.2107632830612585,4,985,0.9217978119850159,0.28139063715934753
camera,train,10,9,core-camera-2c0b4e318766e01723cd81bf29b64a1,40,0.8296414540036658,unusual,0.16588080247181655,0.000932397473273383,2.421052017047113,26,1734,1.1852749586105347,0.31703755259513855
camera,train,10,10,core-camera-e85debbd554525d198494085d68ad6a0,20,1.0078817893515266,unusual,0.13562975696843863,0.0002865194565707584,5.111129869581734,9,451,1.3580803871154785,0.3619457185268402
camera,train,20,11,core-camera-fb3b5fae94f7b02a3b269928487f8a4c,21,0.7361162370145921,medium,0.11789263736489415,0.0008572114491210466,1.7036705626654642,16,1851,0.6690300703048706,0.3128361999988556
camera,train,20,12,core-camera-ee58b922bd93d01be4f112f1b3124b84,20,0.8582149925182018,unusual,0.16349706649678947,0.0007668599423712652,3.407270558402293,12,1022,0.7695298790931702,0.3104698359966278
camera,train,20,13,core-camera-4852ee95e7bd8556c60396a717ba6c7e,40,0.9166859363025233,unusual,0.09907007163453102,0.00018380687031555544,2.8750666021249995,6,342,0.8989293575286865,0.31494882702827454
camera,train,20,14,core-camera-cda4fc24b2a602b5b5328fde615e4a0c,20,0.9266280845971321,unusual,0.14377626571315527,0.0005843053452116225,3.5384564269766456,5,397,1.162283182144165,0.25527194142341614
camera,train,20,15,core-camera-2fc6168fba3ef6953ada8db96f6d95a3,32,0.8034133648957901,medium,0.13608540202783048,0.0013721245691514748,1.3974977895395158,30,1381,1.1438519954681396,0.3066078722476959
camera,train,20,16,core-camera-b22e56fdf18e2eb8968b65a7871de463,20,0.7852004042344531,medium,0.13752111692616345,0.0007374616339748839,2.300022745822128,5,1418,0.9259707927703857,0.22342337667942047
camera,train,20,17,core-camera-46c09085e451de8fc3c192db90697d8c,39,0.7641047735143413,medium,0.0941950720461756,0.0003412583298495414,1.7037029802251609,3,650,0.8619617223739624,0.28912776708602905
camera,train,20,18,core-camera-4cd861035c740db5a33f3afcb8763f26,40,0.8088344967280001,medium,0.1812092027002275,0.0007648799508851459,2.875003966415566,8,821,1.4714429378509521,0.29899388551712036
camera,train,20,19,core-camera-58e9faa223142b7fd5af42f3e1f05e3f,35,0.841584412125518,unusual,0.1343791969963908,0.0005057306183070882,2.1904756936928007,3,336,0.7825077176094055,0.28650450706481934
camera,train,20,20,core-camera-ec28a64bdf9501161bfbba8a5defb02,40,0.6568905227351844,typical,0.10528607110965253,0.0001902904454783017,3.066661074294662,17,844,0.9651134610176086,0.3017129898071289
camera,test,,1,core-camera-6c14c6f6cca53a6710d0920f7087353b,36,0.1719887530502228,typical,0.12154295728330315,0.0006236948570215279,2.190342113230397,14,934,1.117556095123291,0.2842388451099396
camera,test,,2,core-camera-fc83047701a0e21b901ee6249a8d9beb,20,0.9826474423173466,unusual,0.1573014023439735,0.0014972736087863212,2.0909342258826906,13,1386,0.560886561870575,0.3111132085323334
camera,test,,3,core-camera-7077395b60bf4aeb3cb44973ec1ffcf8,40,0.8857909107477884,unusual,0.14739300585687162,0.0014072341273641085,1.5333149826136294,4,1815,1.2110167741775513,0.2762579619884491
camera,test,,4,core-camera-73b02fe7b4b2e45f74cd541b34c6124,20,0.9334629866755797,unusual,0.14729143670777975,0.0002861929402590417,3.4027815254957767,5,432,0.9259707927703857,0.3212592899799347
camera,test,,5,core-camera-1cc93f96ad5e16a85d3f270c1c35f1c7,40,0.9747971137238699,unusual,0.19728719893097876,0.0009161658114920996,3.829836302215237,13,869,1.4798035621643066,0.29464012384414673
camera,backups,,1,core-camera-e3dc17dbde3087491a722bdf095986a4,20,0.7058635534918934,medium,0.11353007746240495,0.0009875617296630534,1.3529117911190511,6,1149,1.2639788389205933,0.25546056032180786
camera,backups,,2,core-camera-e57aa404a000df88d5d4532c6bb4bd2b,24,0.8653025654484047,unusual,0.16426080244767666,0.0012525295821095293,2.0,20,1693,0.8974031209945679,0.258137047290802
camera,backups,,3,core-camera-7e677756898b40dc39513d756da531d0,26,0.8199951802978568,medium,0.08980055241724848,0.00027637145598885,1.6990729703772824,16,860,1.2744609117507935,0.24667702615261078
camera,backups,,4,core-camera-2153bc743019671ae60635d9e388f801,20,0.9812628424067296,unusual,0.14266580212588612,0.0016872032488955654,1.650702960754299,9,1181,0.560886561870575,0.2530581057071686
camera,backups,,5,core-camera-cef23409b1a030d516fe5320f9715eef,20,0.7758235409280004,medium,0.17259360257184506,0.0009718835586398923,2.8749979177979963,6,1238,1.005800485610962,0.2658962607383728
camera,backups,,6,core-camera-db663e3f7ee9869f5c351e299b24e355,40,0.6416779889261157,typical,0.12962495710265637,0.0007473216742872551,2.090860055487451,17,1390,1.369388461112976,0.32369372248649597
